category,subcategory,name,rasa_taste,virya_potency,vipaka_post_digestive,properties,dosha_effect,therapeutic_uses,contraindications,condition_disease,treatment_type,formulation_ingredients,preparation_method,dosage,diet_recommendation,lifestyle_recommendation,season,dosha_involved,symptom,prognosis,principle,source_reference,training_prompt,training_response
formulation,Churna (powder formula),Trikatu (Three pungents),,,,"kindles digestive fire (Agni), reduces ama, digestive, carminative, expectorant",,"kindles digestive fire (Agni), reduces ama, digestive, carminative, expectorant","Pitta excess, hyperacidity, bleeding disorders, pregnancy","indigestion, low Agni, ama, cough, cold, obesity, Kapha-Vata disorders",Churna (powder formula),"equal parts: shunthi (dry ginger), pippali (long pepper), maricha (black pepper)","Dry and powder each herb separately, mix in equal proportions",1-3 grams with honey or warm water before meals,,,,,,,"Classical Ayurvedic formulation used for indigestion, low Agni, ama, cough, cold, obesity, Kapha-Vata disorders","Su27, Si8",How is Trikatu (Three pungents) prepared and what is it used for according to Charaka Samhita?,"Trikatu (Three pungents) is a Churna (powder formula). Ingredients: equal parts: shunthi (dry ginger), pippali (long pepper), maricha (black pepper). Preparation: Dry and powder each herb separately, mix in equal proportions. Dose: 1-3 grams with honey or warm water before meals. Benefits: kindles digestive fire (Agni), reduces ama, digestive, carminative, expectorant. Indications: indigestion, low Agni, ama, cough, cold, obesity, Kapha-Vata disorders. Contraindications: Pitta excess, hyperacidity, bleeding disorders, pregnancy. Source: Su27, Si8."
formulation,Churna (powder formula),Triphala,,,,"laxative, anti-oxidant, rejuvenating, eye health, digestive tonic, all three doshas balanced",,"laxative, anti-oxidant, rejuvenating, eye health, digestive tonic, all three doshas balanced","pregnancy, severe diarrhea, severe debility","constipation, eye disorders, skin diseases, general tonic, all dosha conditions",Churna (powder formula),"equal parts: amalaki (Emblica officinalis), haritaki (Terminalia chebula), bibhitaki (Terminalia bellerica)","Dry and powder each fruit separately, mix in equal proportions",3-6 grams with warm water at night; or 1 tsp in 1 cup warm water,,,,,,,"Classical Ayurvedic formulation used for constipation, eye disorders, skin diseases, general tonic, all dosha conditions","Su27, Ci",How is Triphala prepared and what is it used for according to Charaka Samhita?,"Triphala is a Churna (powder formula). Ingredients: equal parts: amalaki (Emblica officinalis), haritaki (Terminalia chebula), bibhitaki (Terminalia bellerica). Preparation: Dry and powder each fruit separately, mix in equal proportions. Dose: 3-6 grams with warm water at night; or 1 tsp in 1 cup warm water. Benefits: laxative, anti-oxidant, rejuvenating, eye health, digestive tonic, all three doshas balanced. Indications: constipation, eye disorders, skin diseases, general tonic, all dosha conditions. Contraindications: pregnancy, severe diarrhea, severe debility. Source: Su27, Ci."
formulation,Kashaya (decoction),Dashamula decoction,,,,"Vata-pacifying, analgesic, anti-inflammatory, strengthening, febrifuge",,"Vata-pacifying, analgesic, anti-inflammatory, strengthening, febrifuge","Pitta excess, bleeding disorders","Vata diseases, joint pain, fever, respiratory, post-delivery care, weakness",Kashaya (decoction),"roots of 10 plants: bilva, shyonaka, gambhari, patala, ganikarika, shalaparni, prishnaparni, brihati, kantakari, goksura","Boil 1 part herbs in 8 parts water, reduce to 1/4, strain and use warm",50-100 ml twice daily,,,,,,,"Classical Ayurvedic formulation used for Vata diseases, joint pain, fever, respiratory, post-delivery care, weakness","Su27, Si8",How is Dashamula decoction prepared and what is it used for according to Charaka Samhita?,"Dashamula decoction is a Kashaya (decoction). Ingredients: roots of 10 plants: bilva, shyonaka, gambhari, patala, ganikarika, shalaparni, prishnaparni, brihati, kantakari, goksura. Preparation: Boil 1 part herbs in 8 parts water, reduce to 1/4, strain and use warm. Dose: 50-100 ml twice daily. Benefits: Vata-pacifying, analgesic, anti-inflammatory, strengthening, febrifuge. Indications: Vata diseases, joint pain, fever, respiratory, post-delivery care, weakness. Contraindications: Pitta excess, bleeding disorders. Source: Su27, Si8."
formulation,Ghrita (medicated ghee),Pancatikta ghrita (Five bitters ghee),,,,"purifies blood, skin diseases, anti-microbial, anti-inflammatory, Pitta-Kapha pacifying",,"purifies blood, skin diseases, anti-microbial, anti-inflammatory, Pitta-Kapha pacifying","Ama, low Agni, obesity","skin diseases, kustha, fever, blood disorders, inflammatory conditions",Ghrita (medicated ghee),"ghee processed with nimba (neem), patola, guduchi, vasa, kantakari","Prepare decoction of herbs, add to ghee in 1:4 ratio, cook until water evaporates",5-10 ml with warm water or milk,,,,,,,"Classical Ayurvedic formulation used for skin diseases, kustha, fever, blood disorders, inflammatory conditions",Ci7,How is Pancatikta ghrita (Five bitters ghee) prepared and what is it used for according to Charaka Samhita?,"Pancatikta ghrita (Five bitters ghee) is a Ghrita (medicated ghee). Ingredients: ghee processed with nimba (neem), patola, guduchi, vasa, kantakari. Preparation: Prepare decoction of herbs, add to ghee in 1:4 ratio, cook until water evaporates. Dose: 5-10 ml with warm water or milk. Benefits: purifies blood, skin diseases, anti-microbial, anti-inflammatory, Pitta-Kapha pacifying. Indications: skin diseases, kustha, fever, blood disorders, inflammatory conditions. Contraindications: Ama, low Agni, obesity. Source: Ci7."
formulation,Ghrita (medicated ghee),Shatavari ghrita,,,,"nourishing, aphrodisiac, galactagogue, rejuvenating, V-P pacifying, reproductive tonic",,"nourishing, aphrodisiac, galactagogue, rejuvenating, V-P pacifying, reproductive tonic","Kapha excess, obesity, Ama","female reproductive disorders, lactation, wasting, infertility, Vata-Pitta conditions",Ghrita (medicated ghee),"ghee processed with shatavari (Asparagus racemosus), milk, sugar",Process shatavari root with milk and ghee; cook until water portion evaporates,5-10 ml with warm milk,,,,,,,"Classical Ayurvedic formulation used for female reproductive disorders, lactation, wasting, infertility, Vata-Pitta conditions",Ci6,How is Shatavari ghrita prepared and what is it used for according to Charaka Samhita?,"Shatavari ghrita is a Ghrita (medicated ghee). Ingredients: ghee processed with shatavari (Asparagus racemosus), milk, sugar. Preparation: Process shatavari root with milk and ghee; cook until water portion evaporates. Dose: 5-10 ml with warm milk. Benefits: nourishing, aphrodisiac, galactagogue, rejuvenating, V-P pacifying, reproductive tonic. Indications: female reproductive disorders, lactation, wasting, infertility, Vata-Pitta conditions. Contraindications: Kapha excess, obesity, Ama. Source: Ci6."
formulation,Avaleha (electuary/jam),Ashwagandha avaleha,,,,"rasayana, adaptogen, strength-promoting, aphrodisiac, sleep-promoting, anti-anxiety",,"rasayana, adaptogen, strength-promoting, aphrodisiac, sleep-promoting, anti-anxiety","Ama, fever, high Kapha, acute infection","debility, emaciation, sexual weakness, insomnia, stress, anxiety, Vata disorders",Avaleha (electuary/jam),"ashwagandha (withania), milk, ghee, honey, sugar, pippali","Cook ashwagandha in milk, add ghee and sugar, remove from heat and add honey",5-10 grams twice daily with warm milk,,,,,,,"Classical Ayurvedic formulation used for debility, emaciation, sexual weakness, insomnia, stress, anxiety, Vata disorders",Ci8,How is Ashwagandha avaleha prepared and what is it used for according to Charaka Samhita?,"Ashwagandha avaleha is a Avaleha (electuary/jam). Ingredients: ashwagandha (withania), milk, ghee, honey, sugar, pippali. Preparation: Cook ashwagandha in milk, add ghee and sugar, remove from heat and add honey. Dose: 5-10 grams twice daily with warm milk. Benefits: rasayana, adaptogen, strength-promoting, aphrodisiac, sleep-promoting, anti-anxiety. Indications: debility, emaciation, sexual weakness, insomnia, stress, anxiety, Vata disorders. Contraindications: Ama, fever, high Kapha, acute infection. Source: Ci8."
formulation,Mandura (iron formulation),Punarnava mandura (Iron and punarnava),,,,"hematopoietic, diuretic, liver tonic, anti-edematous, appetizer",,"hematopoietic, diuretic, liver tonic, anti-edematous, appetizer","pregnancy, Ama, constipation","anemia, edema, liver disorders, jaundice, urinary disorders",Mandura (iron formulation),"punarnava, mandura (processed iron), triphala, pippali, trikatu, chitrak, daruharidra",Process mandura with punarnava juice and combine with other herbs,500mg-1g twice daily with buttermilk,,,,,,,"Classical Ayurvedic formulation used for anemia, edema, liver disorders, jaundice, urinary disorders",Ci16,How is Punarnava mandura (Iron and punarnava) prepared and what is it used for according to Charaka Samhita?,"Punarnava mandura (Iron and punarnava) is a Mandura (iron formulation). Ingredients: punarnava, mandura (processed iron), triphala, pippali, trikatu, chitrak, daruharidra. Preparation: Process mandura with punarnava juice and combine with other herbs. Dose: 500mg-1g twice daily with buttermilk. Benefits: hematopoietic, diuretic, liver tonic, anti-edematous, appetizer. Indications: anemia, edema, liver disorders, jaundice, urinary disorders. Contraindications: pregnancy, Ama, constipation. Source: Ci16."
formulation,Ksheerapaka (milk preparation),Arjuna ksheerapaka (Arjuna milk preparation),,,,"cardiac tonic, strengthens heart muscle, reduces chest pain, anti-hypertensive, anti-oxidant",,"cardiac tonic, strengthens heart muscle, reduces chest pain, anti-hypertensive, anti-oxidant",Kapha excess with low Agni; take cautiously with medications,"heart diseases, chest pain, palpitations, hypertension, angina",Ksheerapaka (milk preparation),"arjuna bark, milk, water","Boil arjuna bark in equal parts milk and water until only milk remains, strain and drink warm",100-200 ml once or twice daily,,,,,,,"Classical Ayurvedic formulation used for heart diseases, chest pain, palpitations, hypertension, angina",Ci26,How is Arjuna ksheerapaka (Arjuna milk preparation) prepared and what is it used for according to Charaka Samhita?,"Arjuna ksheerapaka (Arjuna milk preparation) is a Ksheerapaka (milk preparation). Ingredients: arjuna bark, milk, water. Preparation: Boil arjuna bark in equal parts milk and water until only milk remains, strain and drink warm. Dose: 100-200 ml once or twice daily. Benefits: cardiac tonic, strengthens heart muscle, reduces chest pain, anti-hypertensive, anti-oxidant. Indications: heart diseases, chest pain, palpitations, hypertension, angina. Contraindications: Kapha excess with low Agni; take cautiously with medications. Source: Ci26."
formulation,Ghrita (medicated ghee),Brahmi ghrita,,,,"brain tonic, memory enhancer, anti-epileptic, anti-anxiety, intelligence-promoting",,"brain tonic, memory enhancer, anti-epileptic, anti-anxiety, intelligence-promoting","Ama, low Agni, respiratory Kapha conditions","mental disorders, epilepsy, poor memory, anxiety, intellectual weakness, speech disorders",Ghrita (medicated ghee),"brahmi (Bacopa monnieri), ghee, milk, shankhapushpi, vacha, shatavari","Process herbs as decoction, cook with ghee in 1:4 ratio until water evaporates",5-10 ml with warm milk or water,,,,,,,"Classical Ayurvedic formulation used for mental disorders, epilepsy, poor memory, anxiety, intellectual weakness, speech disorders","Ci9, Ci10",How is Brahmi ghrita prepared and what is it used for according to Charaka Samhita?,"Brahmi ghrita is a Ghrita (medicated ghee). Ingredients: brahmi (Bacopa monnieri), ghee, milk, shankhapushpi, vacha, shatavari. Preparation: Process herbs as decoction, cook with ghee in 1:4 ratio until water evaporates. Dose: 5-10 ml with warm milk or water. Benefits: brain tonic, memory enhancer, anti-epileptic, anti-anxiety, intelligence-promoting. Indications: mental disorders, epilepsy, poor memory, anxiety, intellectual weakness, speech disorders. Contraindications: Ama, low Agni, respiratory Kapha conditions. Source: Ci9, Ci10."
formulation,Basti (enema formulation),Unctuous enema base (Sneha basti),,,,"alleviates Vata, nourishes tissues, lubricates colon, treats constipation, V diseases",,"alleviates Vata, nourishes tissues, lubricates colon, treats constipation, V diseases","Kapha excess, ama, fever, indigestion","Vata diseases, constipation, joint diseases, paralysis, dryness",Basti (enema formulation),"sesame oil or castor oil; optionally with milk, honey, rock salt, herbal decoctions","Warm the oil, optionally mix with herbal decoction and honey in specified ratios",240-960ml administered as enema,,,,,,,"Classical Ayurvedic formulation used for Vata diseases, constipation, joint diseases, paralysis, dryness","Si8, Si7",How is Unctuous enema base (Sneha basti) prepared and what is it used for according to Charaka Samhita?,"Unctuous enema base (Sneha basti) is a Basti (enema formulation). Ingredients: sesame oil or castor oil; optionally with milk, honey, rock salt, herbal decoctions. Preparation: Warm the oil, optionally mix with herbal decoction and honey in specified ratios. Dose: 240-960ml administered as enema. Benefits: alleviates Vata, nourishes tissues, lubricates colon, treats constipation, V diseases. Indications: Vata diseases, constipation, joint diseases, paralysis, dryness. Contraindications: Kapha excess, ama, fever, indigestion. Source: Si8, Si7."
formulation,Niruha basti (non-unctuous enema),Panchakarma enema (Niruha basti - 5 bitters formula),,,,"alleviates prameha, skin diseases, obstructed channels, removes deep ama",,"alleviates prameha, skin diseases, obstructed channels, removes deep ama","debility, high Vata, children, elderly frail patients","diabetes, skin diseases, channel obstruction",Niruha basti (non-unctuous enema),"320ml decoction of patola, nimba, bhunimba, rasna, saptaparna + 80g each honey, oil, paste of mustard","Prepare concentrated decoction, allow to cool to body temperature, mix other ingredients",480ml administered as enema,,,,,,,"Classical Ayurvedic formulation used for diabetes, skin diseases, channel obstruction",Si8,How is Panchakarma enema (Niruha basti - 5 bitters formula) prepared and what is it used for according to Charaka Samhita?,"Panchakarma enema (Niruha basti - 5 bitters formula) is a Niruha basti (non-unctuous enema). Ingredients: 320ml decoction of patola, nimba, bhunimba, rasna, saptaparna + 80g each honey, oil, paste of mustard. Preparation: Prepare concentrated decoction, allow to cool to body temperature, mix other ingredients. Dose: 480ml administered as enema. Benefits: alleviates prameha, skin diseases, obstructed channels, removes deep ama. Indications: diabetes, skin diseases, channel obstruction. Contraindications: debility, high Vata, children, elderly frail patients. Source: Si8."
dietary_principles,ahara_vidhi,Rules of eating (Ahara vidhi),,,,,,,,,dietary guidance,,,,"Food should be warm, unctuous, in proper quantity, taken when previous meal is digested, non-antagonistic, not too fast or too slow, with concentrated mind, in proper place and equipment",,,,,,"Food should be warm, unctuous, in proper quantity, taken when previous meal is digested, non-antagonistic, not too fast or too slow, with concentrated mind, in proper place and equipment",Su8,What does Charaka Samhita say about Rules of eating (Ahara vidhi)?,"According to Charaka Samhita on Rules of eating (Ahara vidhi): Food should be warm, unctuous, in proper quantity, taken when previous meal is digested, non-antagonistic, not too fast or too slow, with concentrated mind, in proper place and equipment. Source: Su8."
dietary_principles,ahara_vidhi,Volume of food,,,,,,,,,dietary guidance,,,,"Fill 1/3 stomach with solid food, 1/3 with liquid, leave 1/3 for Vata-Pitta-Kapha (air). Too much food increases doshas; too little does not nourish properly",,,,,,"Fill 1/3 stomach with solid food, 1/3 with liquid, leave 1/3 for Vata-Pitta-Kapha (air). Too much food increases doshas; too little does not nourish properly",Su5,What does Charaka Samhita say about Volume of food?,"According to Charaka Samhita on Volume of food: Fill 1/3 stomach with solid food, 1/3 with liquid, leave 1/3 for Vata-Pitta-Kapha (air). Too much food increases doshas; too little does not nourish properly. Source: Su5."
dietary_principles,ahara_vidhi,Heavy vs Light foods,,,,,,,,,dietary guidance,,,,"Heavy foods (guru): wheat, meat, black gram, dairy - require strong digestion; Light foods (laghu): old rice, barley, mung, honey - easily digestible. Use lighter foods to kindle Agni, heavier to nourish tissues",,,,,,"Heavy foods (guru): wheat, meat, black gram, dairy - require strong digestion; Light foods (laghu): old rice, barley, mung, honey - easily digestible. Use lighter foods to kindle Agni, heavier to nourish tissues",Su27,What does Charaka Samhita say about Heavy vs Light foods?,"According to Charaka Samhita on Heavy vs Light foods: Heavy foods (guru): wheat, meat, black gram, dairy - require strong digestion; Light foods (laghu): old rice, barley, mung, honey - easily digestible. Use lighter foods to kindle Agni, heavier to nourish tissues. Source: Su27."
dietary_principles,ahara_vidhi,Antagonistic foods (Viruddhahara),,,,,,,,,dietary guidance,,,,"Fish with milk, honey with equal ghee, heating food with cold, sour with milk, fruit with milk, raw and cooked together, food of opposite qualities together - these combinations cause disease. Suitability (satmya), strong Agni, and youth can neutralize mild incompatibilities",,,,,,"Fish with milk, honey with equal ghee, heating food with cold, sour with milk, fruit with milk, raw and cooked together, food of opposite qualities together - these combinations cause disease. Suitability (satmya), strong Agni, and youth can neutralize mild incompatibilities",Su26,What does Charaka Samhita say about Antagonistic foods (Viruddhahara)?,"According to Charaka Samhita on Antagonistic foods (Viruddhahara): Fish with milk, honey with equal ghee, heating food with cold, sour with milk, fruit with milk, raw and cooked together, food of opposite qualities together - these combinations cause disease. Suitability (satmya), strong Agni, and youth can neutralize mild incompatibilities. Source: Su26."
dietary_principles,ahara_vidhi,Seasonal diet (Ritucharya),,,,,,,,,dietary guidance,,,,"Vasanta (spring): light, pungent, bitter, astringent; Grishma (summer): sweet, liquid, cold, unctuous; Varsha (rainy): sour, salty, unctuous; Sharad (autumn): sweet, light, bitter; Hemanta (early winter): sweet, sour, salty, heavy; Shishira (winter): heavy, unctuous, sweet, sour, salty",,,,,,"Vasanta (spring): light, pungent, bitter, astringent; Grishma (summer): sweet, liquid, cold, unctuous; Varsha (rainy): sour, salty, unctuous; Sharad (autumn): sweet, light, bitter; Hemanta (early winter): sweet, sour, salty, heavy; Shishira (winter): heavy, unctuous, sweet, sour, salty",Su6,What does Charaka Samhita say about Seasonal diet (Ritucharya)?,"According to Charaka Samhita on Seasonal diet (Ritucharya): Vasanta (spring): light, pungent, bitter, astringent; Grishma (summer): sweet, liquid, cold, unctuous; Varsha (rainy): sour, salty, unctuous; Sharad (autumn): sweet, light, bitter; Hemanta (early winter): sweet, sour, salty, heavy; Shishira (winter): heavy, unctuous, sweet, sour, salty. Source: Su6."
dietary_principles,ahara_vidhi,Wholesome foods (Pathya),,,,,,,,,dietary guidance,,,,"Old rice (shali), wheat, mung bean, rock salt, amalaki (gooseberry), ghee, honey, rain water, cow's milk are generally wholesome for most people",,,,,,"Old rice (shali), wheat, mung bean, rock salt, amalaki (gooseberry), ghee, honey, rain water, cow's milk are generally wholesome for most people",Su25,What does Charaka Samhita say about Wholesome foods (Pathya)?,"According to Charaka Samhita on Wholesome foods (Pathya): Old rice (shali), wheat, mung bean, rock salt, amalaki (gooseberry), ghee, honey, rain water, cow's milk are generally wholesome for most people. Source: Su25."
dietary_principles,ahara_vidhi,Foods to avoid at night,,,,,,,,,dietary guidance,,,,"Curd (dadhi), roasted grain flour (sattu), heavy oils, fatty foods should be avoided at night as digestion is weaker",,,,,,"Curd (dadhi), roasted grain flour (sattu), heavy oils, fatty foods should be avoided at night as digestion is weaker",Su8,What does Charaka Samhita say about Foods to avoid at night?,"According to Charaka Samhita on Foods to avoid at night: Curd (dadhi), roasted grain flour (sattu), heavy oils, fatty foods should be avoided at night as digestion is weaker. Source: Su8."
dietary_principles,ahara_vidhi,Post-meal conduct,,,,,,,,,dietary guidance,,,,Walk 100 steps slowly after meals; avoid sleeping immediately after eating; avoid vigorous exercise; rest helps Kapha but vigorous activity disturbs Agni,,,,,,Walk 100 steps slowly after meals; avoid sleeping immediately after eating; avoid vigorous exercise; rest helps Kapha but vigorous activity disturbs Agni,Su8,What does Charaka Samhita say about Post-meal conduct?,According to Charaka Samhita on Post-meal conduct: Walk 100 steps slowly after meals; avoid sleeping immediately after eating; avoid vigorous exercise; rest helps Kapha but vigorous activity disturbs Agni. Source: Su8.
dietary_principles,ahara_vidhi,Fasting (Upavasa) rules,,,,,,,,,dietary guidance,,,,"Fasting is beneficial for Kapha and Ama conditions; contraindicated in Vata excess, wasting, pregnancy, and severe weakness. Partial fasting with light gruel (peya) is therapeutic in fever and digestive disorders",,,,,,"Fasting is beneficial for Kapha and Ama conditions; contraindicated in Vata excess, wasting, pregnancy, and severe weakness. Partial fasting with light gruel (peya) is therapeutic in fever and digestive disorders",Su22,What does Charaka Samhita say about Fasting (Upavasa) rules?,"According to Charaka Samhita on Fasting (Upavasa) rules: Fasting is beneficial for Kapha and Ama conditions; contraindicated in Vata excess, wasting, pregnancy, and severe weakness. Partial fasting with light gruel (peya) is therapeutic in fever and digestive disorders. Source: Su22."
dietary_principles,ahara_vidhi,Eight variables of diet (Ashtau ahara vishesha yatana),,,,,,,,,dietary guidance,,,,"Prakrti (nature of food), Karana (processing), Samyoga (combination), Rashi (quantity), Desha (habitat of food and person), Kala (time/season), Upayoga samstha (rules of use), Upabhoktr (person consuming) - all affect how food is digested and its effects",,,,,,"Prakrti (nature of food), Karana (processing), Samyoga (combination), Rashi (quantity), Desha (habitat of food and person), Kala (time/season), Upayoga samstha (rules of use), Upabhoktr (person consuming) - all affect how food is digested and its effects",Su27,What does Charaka Samhita say about Eight variables of diet (Ashtau ahara vishesha yatana)?,"According to Charaka Samhita on Eight variables of diet (Ashtau ahara vishesha yatana): Prakrti (nature of food), Karana (processing), Samyoga (combination), Rashi (quantity), Desha (habitat of food and person), Kala (time/season), Upayoga samstha (rules of use), Upabhoktr (person consuming) - all affect how food is digested and its effects. Source: Su27."
dietary_principles,ahara_vidhi,Suitability of food (Satmya),,,,,,,,,dietary guidance,,,,Habitual use of any food makes it suitable to that person over time. Sudden change of diet is harmful. Gradual introduction of new foods allows digestive system to adapt. This explains individual differences in food tolerance,,,,,,Habitual use of any food makes it suitable to that person over time. Sudden change of diet is harmful. Gradual introduction of new foods allows digestive system to adapt. This explains individual differences in food tolerance,Su7,What does Charaka Samhita say about Suitability of food (Satmya)?,According to Charaka Samhita on Suitability of food (Satmya): Habitual use of any food makes it suitable to that person over time. Sudden change of diet is harmful. Gradual introduction of new foods allows digestive system to adapt. This explains individual differences in food tolerance. Source: Su7.
dietary_principles,ahara_vidhi,Food and Ama formation,,,,,,,,,dietary guidance,,,,"Foods causing Ama: heavy, cold, dry, raw, stale, indigestible, excessively oily, antagonistic combinations. Ama is undigested food metabolite that blocks channels and causes disease. Signs: coated tongue, heaviness, fatigue after eating",,,,,,"Foods causing Ama: heavy, cold, dry, raw, stale, indigestible, excessively oily, antagonistic combinations. Ama is undigested food metabolite that blocks channels and causes disease. Signs: coated tongue, heaviness, fatigue after eating",Su28,What does Charaka Samhita say about Food and Ama formation?,"According to Charaka Samhita on Food and Ama formation: Foods causing Ama: heavy, cold, dry, raw, stale, indigestible, excessively oily, antagonistic combinations. Ama is undigested food metabolite that blocks channels and causes disease. Signs: coated tongue, heaviness, fatigue after eating. Source: Su28."
dietary_principles,ahara_vidhi,Specific food groups - Grains (Dhanya),,,,,,,,,dietary guidance,,,,"Old rice (1+ year): light, easily digestible, all dosha neutral. Wheat: heavy, nourishing, V-P pacifying. Barley: dry, K-P pacifying, diuretic, good for diabetes. Mung bean: light, easily digestible, suitable for all. Black gram: very nourishing but heavy",,,,,,"Old rice (1+ year): light, easily digestible, all dosha neutral. Wheat: heavy, nourishing, V-P pacifying. Barley: dry, K-P pacifying, diuretic, good for diabetes. Mung bean: light, easily digestible, suitable for all. Black gram: very nourishing but heavy",Su27,What does Charaka Samhita say about Specific food groups - Grains (Dhanya)?,"According to Charaka Samhita on Specific food groups - Grains (Dhanya): Old rice (1+ year): light, easily digestible, all dosha neutral. Wheat: heavy, nourishing, V-P pacifying. Barley: dry, K-P pacifying, diuretic, good for diabetes. Mung bean: light, easily digestible, suitable for all. Black gram: very nourishing but heavy. Source: Su27."
dietary_principles,ahara_vidhi,Specific food groups - Milk and dairy,,,,,,,,,dietary guidance,,,,"Cow milk: sweet, cold, heavy, nourishing - best for Vata and Pitta, rasayana. Goat milk: light, cold - good for cough and respiratory. Buffalo milk: heaviest - sleep-promoting, K-aggravating. Sheep milk: hot - V-K pacifying. Human milk: best eye drop",,,,,,"Cow milk: sweet, cold, heavy, nourishing - best for Vata and Pitta, rasayana. Goat milk: light, cold - good for cough and respiratory. Buffalo milk: heaviest - sleep-promoting, K-aggravating. Sheep milk: hot - V-K pacifying. Human milk: best eye drop",Su27,What does Charaka Samhita say about Specific food groups - Milk and dairy?,"According to Charaka Samhita on Specific food groups - Milk and dairy: Cow milk: sweet, cold, heavy, nourishing - best for Vata and Pitta, rasayana. Goat milk: light, cold - good for cough and respiratory. Buffalo milk: heaviest - sleep-promoting, K-aggravating. Sheep milk: hot - V-K pacifying. Human milk: best eye drop. Source: Su27."
dietary_principles,ahara_vidhi,Specific food groups - Fats and oils,,,,,,,,,dietary guidance,,,,"Ghee: best fat, sweet, cold, heavy, rasayana, V-P pacifying, enhances Agni when small amount used. Sesame oil: hot, heavy, V-K pacifying - best for Vata massage. Castor oil: hot, purgative - best V-pacifying purgative. Mustard oil: hot, penetrating",,,,,,"Ghee: best fat, sweet, cold, heavy, rasayana, V-P pacifying, enhances Agni when small amount used. Sesame oil: hot, heavy, V-K pacifying - best for Vata massage. Castor oil: hot, purgative - best V-pacifying purgative. Mustard oil: hot, penetrating",Su27,What does Charaka Samhita say about Specific food groups - Fats and oils?,"According to Charaka Samhita on Specific food groups - Fats and oils: Ghee: best fat, sweet, cold, heavy, rasayana, V-P pacifying, enhances Agni when small amount used. Sesame oil: hot, heavy, V-K pacifying - best for Vata massage. Castor oil: hot, purgative - best V-pacifying purgative. Mustard oil: hot, penetrating. Source: Su27."
lifestyle_dinacharya,daily_routine,Morning routine (Brahma muhurta waking),,,,,,"promotes longevity, mental clarity, spiritual development",,,lifestyle practice,,"Wake up during brahma muhurta (1.5 hours before sunrise) to strengthen memory, intellect, and life-span",,,"Wake up during brahma muhurta (1.5 hours before sunrise) to strengthen memory, intellect, and life-span",,,,,"Wake up during brahma muhurta (1.5 hours before sunrise) to strengthen memory, intellect, and life-span",Su5,What does Charaka Samhita recommend for Morning routine (Brahma muhurta waking)?,"Charaka Samhita recommends: Wake up during brahma muhurta (1.5 hours before sunrise) to strengthen memory, intellect, and life-span. Benefits: promotes longevity, mental clarity, spiritual development. Source: Su5."
lifestyle_dinacharya,daily_routine,Oil pulling (Gandusha/Kavalagraha),,,,,,"strengthens teeth and gums, prevents tooth decay, freshens breath, improves voice",,,lifestyle practice,,Hold warm sesame oil in mouth for 5-10 minutes daily in morning; swish gently then spit,,,Hold warm sesame oil in mouth for 5-10 minutes daily in morning; swish gently then spit,,,,,Hold warm sesame oil in mouth for 5-10 minutes daily in morning; swish gently then spit,Su5,What does Charaka Samhita recommend for Oil pulling (Gandusha/Kavalagraha)?,"Charaka Samhita recommends: Hold warm sesame oil in mouth for 5-10 minutes daily in morning; swish gently then spit. Benefits: strengthens teeth and gums, prevents tooth decay, freshens breath, improves voice. Source: Su5."
lifestyle_dinacharya,daily_routine,Nasal oiling (Nasya/Pratimarsha),,,,,,"prevents headache, prevents premature greying and hair loss, nourishes sense organs, prevents ENT diseases",,,lifestyle practice,,Apply 2 drops of sesame oil or medicated oil in each nostril daily after ablutions,,,Apply 2 drops of sesame oil or medicated oil in each nostril daily after ablutions,,,,,Apply 2 drops of sesame oil or medicated oil in each nostril daily after ablutions,Su5,What does Charaka Samhita recommend for Nasal oiling (Nasya/Pratimarsha)?,"Charaka Samhita recommends: Apply 2 drops of sesame oil or medicated oil in each nostril daily after ablutions. Benefits: prevents headache, prevents premature greying and hair loss, nourishes sense organs, prevents ENT diseases. Source: Su5."
lifestyle_dinacharya,daily_routine,Oil massage (Abhyanga),,,,,,"prevents aging, removes fatigue, promotes sleep, improves skin, strengthens body, alleviates Vata",,,lifestyle practice,,"Daily self-massage with warm sesame oil (or dosha-appropriate oil) over the entire body, especially head, ears, and feet",,,"Daily self-massage with warm sesame oil (or dosha-appropriate oil) over the entire body, especially head, ears, and feet",,,,,"Daily self-massage with warm sesame oil (or dosha-appropriate oil) over the entire body, especially head, ears, and feet",Su5,What does Charaka Samhita recommend for Oil massage (Abhyanga)?,"Charaka Samhita recommends: Daily self-massage with warm sesame oil (or dosha-appropriate oil) over the entire body, especially head, ears, and feet. Benefits: prevents aging, removes fatigue, promotes sleep, improves skin, strengthens body, alleviates Vata. Source: Su5."
